date,temperature,humidity,luminosity
2020-12-02 16:15:12.657,19.2,16.2,153
2020-12-02 16:15:10.374,19.2,16.3,152
2020-12-02 16:15:08.096,19.2,16.3,154
2020-12-02 16:15:05.819,19.2,16.3,153
2020-12-02 16:15:03.537,19.2,16.3,153
2020-12-02 16:15:01.260,19.3,16.4,153
2020-12-02 16:14:58.982,19.2,16.3,153
2020-12-02 16:14:56.701,19.2,16.4,153
2020-12-02 16:14:54.423,19.2,16.4,154
2020-12-02 16:14:52.146,19.2,16.4,153
2020-12-02 16:14:49.864,19.2,16.4,153
2020-12-02 16:14:47.586,19.2,16.4,153
2020-12-02 16:14:45.309,19.3,16.5,154
2020-12-02 16:14:43.027,19.2,16.4,153
2020-12-02 16:14:40.750,19.2,16.4,153
2020-12-02 16:14:38.472,19.2,16.4,153
2020-12-02 16:14:36.191,19.3,16.4,153
2020-12-02 16:14:33.913,19.3,16.4,154
2020-12-02 16:14:31.632,19.2,16.3,154
2020-12-02 16:14:29.354,19.3,16.3,154
2020-12-02 16:14:27.077,19.3,16.3,153
2020-12-02 16:14:24.795,19.3,16.3,153
2020-12-02 16:14:22.518,19.3,16.3,153
2020-12-02 16:14:20.240,19.3,16.3,154
2020-12-02 16:14:17.959,19.3,16.3,152
2020-12-02 16:14:15.681,19.3,16.3,153
2020-12-02 16:14:13.404,19.3,16.3,153
2020-12-02 16:14:11.122,19.3,16.3,153
2020-12-02 16:14:08.845,19.4,16.4,154
2020-12-02 16:14:06.568,19.3,16.4,153
2020-12-02 16:14:04.286,19.4,16.4,154
2020-12-02 16:14:02.009,19.4,16.5,154
2020-12-02 16:13:59.727,19.3,16.4,153
2020-12-02 16:13:57.450,19.4,16.5,154
2020-12-02 16:13:55.172,19.4,16.5,153
2020-12-02 16:13:52.890,19.4,16.5,153
2020-12-02 16:13:50.613,19.4,16.5,154
2020-12-02 16:13:48.335,19.4,16.5,153
2020-12-02 16:13:46.054,19.4,16.6,154
2020-12-02 16:13:43.776,19.4,16.6,153
2020-12-02 16:13:41.495,19.4,16.6,153
2020-12-02 16:13:39.217,19.4,16.6,153
2020-12-02 16:13:36.940,19.4,16.6,153
2020-12-02 16:13:34.658,19.4,16.6,152
2020-12-02 16:13:32.381,19.4,16.6,152
2020-12-02 16:13:30.103,19.4,16.6,153
2020-12-02 16:13:27.822,19.5,16.7,152
2020-12-02 16:13:25.544,19.4,16.6,152
2020-12-02 16:13:23.267,19.4,16.7,152
2020-12-02 16:13:20.985,19.4,16.7,153
2020-12-02 16:13:18.707,19.4,16.7,153
2020-12-02 16:13:16.426,19.4,16.7,153
2020-12-02 16:13:14.148,19.4,16.8,153
2020-12-02 16:13:11.871,19.4,16.8,153
2020-12-02 16:13:09.589,19.4,16.8,154
2020-12-02 16:13:07.312,19.5,17.0,154
2020-12-02 16:13:05.034,19.4,17.0,154
2020-12-02 16:13:02.753,19.4,17.0,155
2020-12-02 16:13:00.475,19.4,17.0,154
2020-12-02 16:12:58.194,19.4,17.0,153
2020-12-02 16:12:55.916,19.4,17.0,154
2020-12-02 16:12:53.639,19.4,17.0,154
2020-12-02 16:12:51.357,19.4,17.0,154
2020-12-02 16:12:49.080,19.4,17.0,153
2020-12-02 16:12:46.802,19.4,17.1,152
2020-12-02 16:12:44.521,19.5,17.2,154
2020-12-02 16:12:42.243,19.4,17.0,153
2020-12-02 16:12:39.961,19.4,17.0,152
2020-12-02 16:12:37.684,19.4,17.0,152
2020-12-02 16:12:35.407,19.4,17.0,153
2020-12-02 16:12:33.125,19.4,16.9,152
2020-12-02 16:12:30.847,19.4,16.9,152
2020-12-02 16:12:28.570,19.4,16.9,152
2020-12-02 16:12:26.288,19.4,16.8,153
2020-12-02 16:12:24.011,19.4,16.8,152
2020-12-02 16:12:21.733,19.4,16.8,153
2020-12-02 16:12:19.452,19.4,16.9,154
2020-12-02 16:12:17.174,19.4,16.9,154
2020-12-02 16:12:14.893,19.4,16.9,153
2020-12-02 16:12:12.615,19.4,16.9,153
2020-12-02 16:12:10.338,19.4,16.9,154
2020-12-02 16:12:08.056,19.4,16.9,152
2020-12-02 16:12:05.778,19.4,16.9,152
2020-12-02 16:12:03.497,19.4,16.8,153
2020-12-02 16:12:01.219,19.4,16.8,153
2020-12-02 16:11:58.942,19.4,16.8,153
2020-12-02 16:11:56.660,19.4,16.8,153
2020-12-02 16:11:54.383,19.4,16.8,152
2020-12-02 16:11:52.105,19.4,16.8,152
2020-12-02 16:11:49.823,19.4,16.8,154
2020-12-02 16:11:47.546,19.4,16.8,152
2020-12-02 16:11:45.268,19.4,16.8,152
2020-12-02 16:11:42.987,19.4,16.8,152
2020-12-02 16:11:40.709,19.4,16.8,153
2020-12-02 16:11:38.432,19.4,16.8,154
2020-12-02 16:11:36.150,19.4,16.8,152
2020-12-02 16:11:33.873,19.4,16.8,152
2020-12-02 16:11:31.591,19.4,16.8,152
2020-12-02 16:11:29.314,19.4,16.8,152
2020-12-02 16:11:27.036,19.4,16.8,153
2020-12-02 16:11:24.755,19.4,16.8,153
2020-12-02 16:11:22.477,19.4,16.8,153
2020-12-02 16:11:20.200,19.4,16.8,152
2020-12-02 16:11:17.918,19.4,16.8,152
2020-12-02 16:11:15.640,19.4,16.8,152
2020-12-02 16:11:13.363,19.4,16.8,152
2020-12-02 16:11:11.081,19.3,16.7,152
2020-12-02 16:11:08.804,19.3,16.7,152
2020-12-02 16:11:06.526,19.4,16.8,155
2020-12-02 16:11:04.245,19.3,16.8,154
2020-12-02 16:11:01.968,19.3,16.8,154
2020-12-02 16:10:59.686,19.3,16.8,154
2020-12-02 16:10:57.408,19.3,16.9,154
2020-12-02 16:10:55.131,19.3,16.9,153
2020-12-02 16:10:52.849,19.3,16.9,153
2020-12-02 16:10:50.572,19.3,16.9,154
2020-12-02 16:10:48.294,19.3,16.9,154
2020-12-02 16:10:46.013,19.3,16.9,154
2020-12-02 16:10:43.735,19.3,16.9,154
2020-12-02 16:10:41.458,19.3,16.9,154
2020-12-02 16:10:39.176,19.3,16.9,154
2020-12-02 16:10:36.899,19.3,17.0,153
2020-12-02 16:10:34.617,19.3,17.0,153
2020-12-02 16:10:32.340,19.3,17.0,153
2020-12-02 16:10:30.062,19.3,17.0,154
2020-12-02 16:10:27.780,19.3,17.0,153
2020-12-02 16:10:25.503,19.3,17.0,154
2020-12-02 16:10:23.221,19.3,17.0,153
2020-12-02 16:10:20.944,19.3,17.0,154
2020-12-02 16:10:18.666,19.3,17.1,154
2020-12-02 16:10:16.385,19.3,17.1,154
2020-12-02 16:10:14.107,19.3,17.1,154
2020-12-02 16:10:11.830,19.3,17.2,154
2020-12-02 16:10:09.548,19.3,17.2,154
2020-12-02 16:10:07.271,19.2,17.1,154
2020-12-02 16:10:04.989,19.2,17.1,154
2020-12-02 16:10:02.712,19.2,17.1,154
2020-12-02 16:10:00.434,19.2,17.2,153
2020-12-02 16:09:58.153,19.2,17.2,154
2020-12-02 16:09:55.875,19.2,17.2,153
2020-12-02 16:09:53.598,19.2,17.2,153
2020-12-02 16:09:51.316,19.2,17.2,153
2020-12-02 16:09:49.039,19.2,17.1,153
2020-12-02 16:09:46.761,19.2,17.1,154
2020-12-02 16:09:44.479,19.2,17.0,153
2020-12-02 16:09:42.202,19.1,16.9,153
2020-12-02 16:09:39.920,19.1,16.8,152
2020-12-02 16:09:37.643,19.1,16.8,149
2020-12-02 16:09:35.365,19.1,16.7,153
2020-12-02 16:09:33.084,19.1,16.7,153
2020-12-02 16:09:30.806,19.1,16.7,153
2020-12-02 16:09:28.525,19.1,16.6,153
2020-12-02 16:09:26.247,19.1,16.6,153
2020-12-02 16:09:23.966,19.1,16.6,153
2020-12-02 16:09:21.688,19.1,16.6,153
2020-12-02 16:09:19.411,19.1,16.6,153
2020-12-02 16:09:17.129,19.1,16.6,152
2020-12-02 16:09:14.852,19.1,16.6,152
2020-12-02 16:09:12.570,19.1,16.5,154
2020-12-02 16:09:10.292,19.1,16.6,154
2020-12-02 16:09:08.015,19.1,16.5,153
2020-12-02 16:09:05.733,19.1,16.5,153
2020-12-02 16:09:03.456,19.1,16.5,152
2020-12-02 16:09:01.174,19.1,16.5,153
2020-12-02 16:08:58.897,19.1,16.6,153
2020-12-02 16:08:56.619,19.1,16.6,154
2020-12-02 16:08:54.338,19.1,16.6,154
2020-12-02 16:08:52.060,19.1,16.6,154
2020-12-02 16:08:49.778,19.1,16.6,153
2020-12-02 16:08:47.501,19.1,16.7,153
2020-12-02 16:08:45.219,19.1,16.7,153
2020-12-02 16:08:42.942,19.1,16.7,152
2020-12-02 16:08:40.664,19.2,16.7,152
2020-12-02 16:08:38.383,19.1,16.7,153
2020-12-02 16:08:36.105,19.1,16.7,152
2020-12-02 16:08:33.824,19.1,16.7,153
2020-12-02 16:08:31.546,19.1,16.7,153
2020-12-02 16:08:29.265,19.1,16.7,153
2020-12-02 16:08:26.987,19.1,16.7,152
2020-12-02 16:08:24.710,19.1,16.7,152
2020-12-02 16:08:22.428,19.1,16.7,152
2020-12-02 16:08:20.150,19.1,16.7,152
2020-12-02 16:08:17.869,19.1,16.8,152
2020-12-02 16:08:15.591,19.1,16.8,152
2020-12-02 16:08:13.314,19.1,16.7,152
2020-12-02 16:08:11.032,19.1,16.7,152
2020-12-02 16:08:08.755,19.1,16.7,153
2020-12-02 16:08:06.473,19.1,16.7,153
2020-12-02 16:08:04.196,19.1,16.6,152
2020-12-02 16:08:01.914,19.1,16.6,153
2020-12-02 16:07:59.637,19.1,16.6,152
2020-12-02 16:07:57.359,19.1,16.6,152
2020-12-02 16:07:55.077,19.1,16.6,152
2020-12-02 16:07:52.800,19.1,16.6,153
2020-12-02 16:07:50.519,19.1,16.6,156
2020-12-02 16:07:48.241,19.1,16.6,153
2020-12-02 16:07:45.959,19.1,16.6,153
2020-12-02 16:07:43.682,19.1,16.6,154
2020-12-02 16:07:41.404,19.1,16.6,153
2020-12-02 16:07:39.123,19.1,16.6,153
2020-12-02 16:07:36.845,19.1,16.6,153
2020-12-02 16:07:34.564,19.1,16.6,152
2020-12-02 16:07:32.286,19.1,16.6,153
2020-12-02 16:07:30.009,19.1,16.6,152
2020-12-02 16:07:27.727,19.1,16.6,153
2020-12-02 16:07:25.450,19.1,16.6,152
2020-12-02 16:07:23.168,19.1,16.6,152
2020-12-02 16:07:20.890,19.1,16.6,154
2020-12-02 16:07:18.613,19.1,16.6,152
2020-12-02 16:07:16.331,19.1,16.6,152
2020-12-02 16:07:14.054,19.1,16.6,153
2020-12-02 16:07:11.772,19.1,16.6,153
2020-12-02 16:07:09.495,19.1,16.6,153
2020-12-02 16:07:07.213,19.1,16.5,153
2020-12-02 16:07:04.936,19.1,16.5,152
2020-12-02 16:07:02.658,19.1,16.6,152
2020-12-02 16:07:00.377,19.1,16.6,152
2020-12-02 16:06:58.099,19.1,16.6,153
2020-12-02 16:06:55.818,19.1,16.6,153
2020-12-02 16:06:53.540,19.1,16.6,153
2020-12-02 16:06:51.263,19.1,16.7,153
2020-12-02 16:06:48.981,19.1,16.7,153
2020-12-02 16:06:46.704,19.1,16.7,153
2020-12-02 16:06:44.422,19.1,16.7,153
2020-12-02 16:06:42.145,19.1,16.8,152
2020-12-02 16:06:39.863,19.1,16.7,153
2020-12-02 16:06:37.585,19.1,16.7,152
2020-12-02 16:06:35.308,19.1,16.8,152
2020-12-02 16:06:33.026,19.1,16.8,151
2020-12-02 16:06:30.749,19.1,16.8,151
2020-12-02 16:06:28.467,19.1,16.8,151
2020-12-02 16:06:26.190,19.1,16.8,151
2020-12-02 16:06:23.912,19.1,16.8,152
2020-12-02 16:06:21.631,19.1,16.8,153
2020-12-02 16:06:19.353,19.1,16.8,153
2020-12-02 16:06:17.072,19.1,16.7,153
2020-12-02 16:06:14.794,19.1,16.7,153
2020-12-02 16:06:12.513,19.1,16.7,152
2020-12-02 16:06:10.235,19.1,16.7,152
2020-12-02 16:06:07.957,19.1,16.7,152
2020-12-02 16:06:05.676,19.1,16.6,152
2020-12-02 16:06:03.398,19.1,16.6,152
2020-12-02 16:06:01.117,19.1,16.5,153
2020-12-02 16:05:58.839,19.1,16.5,153
2020-12-02 16:05:56.557,19.1,16.5,153
2020-12-02 16:05:54.280,19.1,16.5,152
2020-12-02 16:05:52.002,19.1,16.5,153
2020-12-02 16:05:49.721,19.1,16.4,152
2020-12-02 16:05:47.443,19.1,16.4,152
2020-12-02 16:05:45.162,19.1,16.4,152
2020-12-02 16:05:42.884,19.1,16.4,153
2020-12-02 16:05:40.607,19.1,16.4,152
2020-12-02 16:05:38.325,19.1,16.4,153
2020-12-02 16:05:36.048,19.1,16.4,153
2020-12-02 16:05:33.766,19.1,16.4,152
2020-12-02 16:05:31.489,19.1,16.4,153
2020-12-02 16:05:29.211,19.1,16.4,153
2020-12-02 16:05:26.929,19.1,16.4,153
2020-12-02 16:05:24.652,19.1,16.5,153
2020-12-02 16:05:22.370,19.1,16.5,152
2020-12-02 16:05:20.093,19.1,16.5,152
2020-12-02 16:05:17.815,19.1,16.5,152
2020-12-02 16:05:15.534,19.1,16.5,153
2020-12-02 16:05:13.256,19.1,16.5,153
2020-12-02 16:05:10.975,19.1,16.4,153
2020-12-02 16:05:08.697,19.1,16.4,153
2020-12-02 16:05:06.420,19.1,16.4,153
2020-12-02 16:05:04.138,19.1,16.4,153
2020-12-02 16:05:01.861,19.1,16.4,153
2020-12-02 16:04:59.579,19.1,16.4,153
2020-12-02 16:04:57.301,19.1,16.4,153
2020-12-02 16:04:55.024,19.1,16.4,153
2020-12-02 16:04:52.743,19.1,16.4,152
2020-12-02 16:04:50.465,19.1,16.4,152
2020-12-02 16:04:48.183,19.1,16.4,153
2020-12-02 16:04:45.906,19.2,16.5,154
2020-12-02 16:04:43.628,19.2,16.5,153
2020-12-02 16:04:41.347,19.2,16.5,153
2020-12-02 16:04:39.069,19.2,16.5,154
2020-12-02 16:04:36.792,19.1,16.5,153
2020-12-02 16:04:34.510,19.1,16.5,153
2020-12-02 16:04:32.233,19.1,16.5,152
2020-12-02 16:04:29.951,19.2,16.6,152
2020-12-02 16:04:27.674,19.1,16.6,152
2020-12-02 16:04:25.396,19.2,16.7,153
2020-12-02 16:04:23.115,19.1,16.6,152
2020-12-02 16:04:20.837,19.2,16.6,152
2020-12-02 16:04:18.556,19.2,16.6,152
2020-12-02 16:04:16.278,19.2,16.5,151
2020-12-02 16:04:14.000,19.2,16.5,152
2020-12-02 16:04:11.719,19.2,16.5,154
2020-12-02 16:04:09.441,19.2,16.5,154
2020-12-02 16:04:07.164,19.2,16.5,152
2020-12-02 16:04:04.882,19.2,16.4,152
2020-12-02 16:04:02.605,19.2,16.4,156
2020-12-02 16:04:00.327,19.2,16.4,153
2020-12-02 16:03:58.046,19.2,16.4,153
2020-12-02 16:03:55.768,19.2,16.4,153
2020-12-02 16:03:53.491,19.2,16.3,153
2020-12-02 16:03:51.209,19.2,16.3,152
2020-12-02 16:03:48.932,19.2,16.2,154
2020-12-02 16:03:46.654,19.2,16.2,153
2020-12-02 16:03:44.373,19.2,16.2,153
2020-12-02 16:03:42.095,19.2,16.3,153
2020-12-02 16:03:39.818,19.2,16.2,153
2020-12-02 16:03:37.536,19.2,16.2,153
2020-12-02 16:03:35.259,19.2,16.3,152
2020-12-02 16:03:32.981,19.2,16.3,153
2020-12-02 16:03:30.700,19.2,16.3,153
2020-12-02 16:03:28.422,19.2,16.3,153
2020-12-02 16:03:26.140,19.2,16.4,153
2020-12-02 16:03:23.863,19.2,16.4,153
2020-12-02 16:03:21.585,19.2,16.4,153
2020-12-02 16:03:19.304,19.2,16.4,153
2020-12-02 16:03:17.026,19.2,16.5,153
2020-12-02 16:03:14.749,19.2,16.5,153
2020-12-02 16:03:12.467,19.2,16.5,153
2020-12-02 16:03:10.190,19.2,16.5,153
2020-12-02 16:03:07.912,19.2,16.6,152
2020-12-02 16:03:05.631,19.2,16.6,153
2020-12-02 16:03:03.353,19.2,16.6,153
2020-12-02 16:03:01.076,19.2,16.6,154
2020-12-02 16:02:58.794,19.2,16.7,154
2020-12-02 16:02:56.517,19.2,16.7,154
2020-12-02 16:02:54.235,19.2,16.7,154
2020-12-02 16:02:51.958,19.2,16.8,154
2020-12-02 16:02:49.680,19.2,16.8,153
2020-12-02 16:02:47.398,19.2,16.7,152
2020-12-02 16:02:45.121,19.2,16.7,152
2020-12-02 16:02:42.843,19.2,16.7,154
2020-12-02 16:02:40.562,19.2,16.7,153
2020-12-02 16:02:38.284,19.2,16.7,153
2020-12-02 16:02:36.007,19.2,16.7,154
2020-12-02 16:02:33.725,19.2,16.6,153
2020-12-02 16:02:31.448,19.2,16.7,153
2020-12-02 16:02:29.166,19.2,16.7,153
2020-12-02 16:02:26.889,19.2,16.7,153
2020-12-02 16:02:24.611,19.1,16.6,155
2020-12-02 16:02:22.330,19.2,16.7,152
2020-12-02 16:02:20.052,19.2,16.6,153
2020-12-02 16:02:17.775,19.2,16.6,153
2020-12-02 16:02:15.493,19.2,16.6,153
2020-12-02 16:02:13.216,19.2,16.6,152
2020-12-02 16:02:10.934,19.1,16.5,154
2020-12-02 16:02:08.656,19.1,16.5,152
2020-12-02 16:02:06.379,19.1,16.4,152
2020-12-02 16:02:04.097,19.1,16.4,152
2020-12-02 16:02:01.820,19.1,16.4,154
2020-12-02 16:01:59.538,19.1,16.4,154
2020-12-02 16:01:57.261,19.1,16.4,153
2020-12-02 16:01:54.983,19.1,16.4,152
2020-12-02 16:01:52.702,19.1,16.4,153
2020-12-02 16:01:50.424,19.1,16.4,153
2020-12-02 16:01:48.143,19.1,16.4,153
2020-12-02 16:01:45.865,19.1,16.4,153
2020-12-02 16:01:43.588,19.1,16.4,153
2020-12-02 16:01:41.306,19.1,16.5,153
2020-12-02 16:01:39.029,19.1,16.5,153
2020-12-02 16:01:36.747,19.1,16.4,154
2020-12-02 16:01:34.469,19.1,16.3,155
2020-12-02 16:01:32.192,19.1,16.3,153
2020-12-02 16:01:29.910,19.1,16.3,153
2020-12-02 16:01:27.633,19.1,16.3,153
2020-12-02 16:01:25.351,19.1,16.3,153
2020-12-02 16:01:23.074,19.1,16.3,153
2020-12-02 16:01:20.796,19.1,16.4,151
2020-12-02 16:01:18.515,19.1,16.4,152
2020-12-02 16:01:16.237,19.1,16.4,153
2020-12-02 16:01:13.955,19.1,16.4,153
2020-12-02 16:01:11.678,19.1,16.4,152
2020-12-02 16:01:09.400,19.1,16.5,152
2020-12-02 16:01:07.119,19.1,16.5,152
2020-12-02 16:01:04.841,19.1,16.5,152
2020-12-02 16:01:02.560,19.1,16.5,152
2020-12-02 16:01:00.282,19.0,16.4,152
2020-12-02 16:00:58.005,19.0,16.5,152
2020-12-02 16:00:55.723,19.1,16.5,153
2020-12-02 16:00:53.446,19.1,16.5,153
2020-12-02 16:00:51.164,19.0,16.4,153
2020-12-02 16:00:48.886,19.1,16.5,153
2020-12-02 16:00:46.609,19.1,16.5,152
2020-12-02 16:00:44.327,19.0,16.4,152
2020-12-02 16:00:42.050,19.0,16.4,153
2020-12-02 16:00:39.768,19.0,16.4,155
2020-12-02 16:00:37.491,19.0,16.4,153
2020-12-02 16:00:35.213,19.0,16.4,153
2020-12-02 16:00:32.932,19.0,16.4,154
2020-12-02 16:00:30.654,19.0,16.4,153
2020-12-02 16:00:28.377,19.0,16.3,152
2020-12-02 16:00:26.095,19.0,16.3,154
2020-12-02 16:00:23.818,19.0,16.3,153
2020-12-02 16:00:21.536,19.0,16.3,153
2020-12-02 16:00:19.259,19.0,16.3,153
2020-12-02 16:00:16.981,19.0,16.3,153
2020-12-02 16:00:14.700,19.0,16.3,153
2020-12-02 16:00:12.422,19.0,16.3,153
2020-12-02 16:00:10.140,19.0,16.3,153
2020-12-02 16:00:07.863,19.0,16.3,153
2020-12-02 16:00:05.585,19.0,16.3,154
2020-12-02 16:00:03.304,19.0,16.3,154
2020-12-02 16:00:01.026,19.0,16.3,153
2020-12-02 15:59:58.745,19.0,16.3,153
2020-12-02 15:59:56.467,19.0,16.3,154
2020-12-02 15:59:54.190,19.0,16.3,155
2020-12-02 15:59:51.908,19.0,16.3,152
2020-12-02 15:59:49.631,19.0,16.3,152
2020-12-02 15:59:47.349,19.0,16.3,153
2020-12-02 15:59:45.071,19.0,16.3,153
2020-12-02 15:59:42.794,19.0,16.3,153
2020-12-02 15:59:40.512,19.0,16.3,153
2020-12-02 15:59:38.235,19.0,16.3,153
2020-12-02 15:59:35.957,19.0,16.3,154
2020-12-02 15:59:33.676,19.0,16.3,154
2020-12-02 15:59:31.398,19.0,16.4,153
2020-12-02 15:59:29.117,19.0,16.4,153
2020-12-02 15:59:26.839,19.0,16.5,154
2020-12-02 15:59:24.561,19.0,16.5,154
2020-12-02 15:59:22.280,19.0,16.5,154
2020-12-02 15:59:20.002,19.0,16.6,153
2020-12-02 15:59:17.721,19.0,16.6,154
2020-12-02 15:59:15.443,19.0,16.6,154
2020-12-02 15:59:13.166,19.0,16.6,153
2020-12-02 15:59:10.884,19.0,16.6,152
2020-12-02 15:59:08.607,19.0,16.6,156
2020-12-02 15:59:06.325,19.0,16.6,157
2020-12-02 15:59:04.048,19.0,16.6,153
2020-12-02 15:59:01.770,19.0,16.6,154
2020-12-02 15:58:59.489,19.0,16.6,154
2020-12-02 15:58:57.211,19.0,16.6,153
2020-12-02 15:58:54.934,19.0,16.6,153
2020-12-02 15:58:52.652,19.0,16.7,153
2020-12-02 15:58:50.374,19.0,16.7,152
2020-12-02 15:58:48.093,19.0,16.7,152
2020-12-02 15:58:45.816,19.0,16.8,152
2020-12-02 15:58:43.534,19.0,16.8,152
2020-12-02 15:58:41.257,19.0,16.8,152
2020-12-02 15:58:38.979,19.0,16.8,152
2020-12-02 15:58:36.697,19.0,16.9,153
2020-12-02 15:58:34.420,19.0,16.9,153
2020-12-02 15:58:32.138,19.0,16.9,153
2020-12-02 15:58:29.861,19.0,16.9,156
2020-12-02 15:58:27.583,19.0,16.9,153
2020-12-02 15:58:25.302,18.9,16.9,153
2020-12-02 15:58:23.024,18.9,16.9,152
2020-12-02 15:58:20.743,18.9,16.9,153
2020-12-02 15:58:18.465,18.9,16.9,153
2020-12-02 15:58:16.188,18.9,16.8,153
2020-12-02 15:58:13.906,18.9,16.6,155
2020-12-02 15:58:11.629,18.9,16.6,153
2020-12-02 15:58:09.347,18.9,16.6,153
2020-12-02 15:58:07.070,18.9,16.6,153
2020-12-02 15:58:04.792,18.9,16.6,153
2020-12-02 15:58:02.510,18.9,16.5,152
